"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033059","GO:0033059","cellular pigmentation","1/541","13/10683",0.491342290867369,0.491342290867369,0.670566609258607,"Dysb",1
"GO:0034404","GO:0034404","nucleobase-containing small molecule biosynthetic process","1/541","13/10683",0.491342290867369,0.491342290867369,0.670566609258607,"Adgf-B",1
"GO:0035216","GO:0035216","haltere disc development","1/541","13/10683",0.491342290867369,0.491342290867369,0.670566609258607,"hth",1
"GO:0042219","GO:0042219","cellular modified amino acid catabolic process","1/541","13/10683",0.491342290867369,0.491342290867369,0.670566609258607,"CG10365",1
"GO:0042451","GO:0042451","purine nucleoside biosynthetic process","1/541","13/10683",0.491342290867369,0.491342290867369,0.670566609258607,"Adgf-B",1
"GO:0042455","GO:0042455","ribonucleoside biosynthetic process","1/541","13/10683",0.491342290867369,0.491342290867369,0.670566609258607,"Adgf-B",1
"GO:0042478","GO:0042478","regulation of eye photoreceptor cell development","1/541","13/10683",0.491342290867369,0.491342290867369,0.670566609258607,"N",1
"GO:0046129","GO:0046129","purine ribonucleoside biosynthetic process","1/541","13/10683",0.491342290867369,0.491342290867369,0.670566609258607,"Adgf-B",1
"GO:0048753","GO:0048753","pigment granule organization","1/541","13/10683",0.491342290867369,0.491342290867369,0.670566609258607,"Dysb",1
"GO:0070988","GO:0070988","demethylation","1/541","13/10683",0.491342290867369,0.491342290867369,0.670566609258607,"Tet",1
"GO:0099532","GO:0099532","synaptic vesicle endosomal processing","1/541","13/10683",0.491342290867369,0.491342290867369,0.670566609258607,"Dysb",1
"GO:1900150","GO:1900150","regulation of defense response to fungus","1/541","13/10683",0.491342290867369,0.491342290867369,0.670566609258607,"Tl",1
"GO:1901659","GO:1901659","glycosyl compound biosynthetic process","1/541","13/10683",0.491342290867369,0.491342290867369,0.670566609258607,"Adgf-B",1
"GO:1990573","GO:1990573","potassium ion import across plasma membrane","1/541","13/10683",0.491342290867369,0.491342290867369,0.670566609258607,"Irk3",1
"GO:0045088","GO:0045088","regulation of innate immune response","5/541","91/10683",0.491748672145942,0.491748672145942,0.670566609258607,"Spn27A/RluA-2/Mmp2/Toll-7/kug",5
"GO:0043067","GO:0043067","regulation of programmed cell death","11/541","209/10683",0.492154687960515,0.492154687960515,0.670566609258607,"fkh/ptc/hid/N/klu/brk/Rab3-GEF/CG10257/Fili/kibra/rdx",11
"GO:0009593","GO:0009593","detection of chemical stimulus","8/541","150/10683",0.492229482906868,0.492229482906868,0.670566609258607,"Or7a/Dscam1/Or45a/Ir68a/Orco/Or85f/Or98a/Ir62a",8
"GO:0070482","GO:0070482","response to oxygen levels","4/541","72/10683",0.49852935415779,0.49852935415779,0.678416966188366,"msi/Hsp70Ba/Gycbeta100B/Gyc88E",4
"GO:0030031","GO:0030031","cell projection assembly","11/541","210/10683",0.498601202725821,0.498601202725821,0.678416966188366,"N/Galphaf/tilB/CG13693/TTLL3A/CG15701/CCDC151/CG17687/HEATR2/kug/Flo2",11
"GO:0008643","GO:0008643","carbohydrate transport","2/541","33/10683",0.503536067104119,0.503536067104119,0.683878252883386,"MFS3/CG8249",2
"GO:0035825","GO:0035825","homologous recombination","2/541","33/10683",0.503536067104119,0.503536067104119,0.683878252883386,"hdm/pch2",2
"GO:2000736","GO:2000736","regulation of stem cell differentiation","2/541","33/10683",0.503536067104119,0.503536067104119,0.683878252883386,"N/gbb",2
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein","3/541","53/10683",0.507215393754467,0.507215393754467,0.685622070161218,"Hsp68/Hsp70Ba/rdx",3
"GO:0015711","GO:0015711","organic anion transport","5/541","93/10683",0.511125166417292,0.511125166417292,0.685622070161218,"Mct1/JhI-21/CG10019/CG34402/Ndae1",5
"GO:0050907","GO:0050907","detection of chemical stimulus involved in sensory perception","5/541","93/10683",0.511125166417292,0.511125166417292,0.685622070161218,"Or7a/Or45a/Orco/Or85f/Or98a",5
"GO:0071692","GO:0071692","protein localization to extracellular region","5/541","93/10683",0.511125166417292,0.511125166417292,0.685622070161218,"JhI-21/CG15399/cmpy/tbc/Flo2",5
"GO:0009948","GO:0009948","anterior/posterior axis specification","7/541","133/10683",0.513774319084839,0.513774319084839,0.685622070161218,"grk/gt/pk/tsl/Psc/mon2/tej",7
"GO:0001710","GO:0001710","mesodermal cell fate commitment","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"pyr",1
"GO:0002785","GO:0002785","negative regulation of antimicrobial peptide production","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"dnr1",1
"GO:0006970","GO:0006970","response to osmotic stress","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Dh44-R2",1
"GO:0007094","GO:0007094","mitotic spindle assembly checkpoint signaling","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Zw10",1
"GO:0008156","GO:0008156","negative regulation of DNA replication","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"timeout",1
"GO:0010884","GO:0010884","positive regulation of lipid storage","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"FarO",1
"GO:0016082","GO:0016082","synaptic vesicle priming","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"unc-13-4A",1
"GO:0018230","GO:0018230","peptidyl-L-cysteine S-palmitoylation","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"CG5196",1
"GO:0018231","GO:0018231","peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"CG5196",1
"GO:0030322","GO:0030322","stabilization of membrane potential","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"CG42340",1
"GO:0030725","GO:0030725","germline ring canal formation","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Btk29A",1
"GO:0031577","GO:0031577","spindle checkpoint signaling","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Zw10",1
"GO:0031623","GO:0031623","receptor internalization","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"CG32683",1
"GO:0032365","GO:0032365","intracellular lipid transport","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"CG17597",1
"GO:0033046","GO:0033046","negative regulation of sister chromatid segregation","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Zw10",1
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Zw10",1
"GO:0035073","GO:0035073","pupariation","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"tsl",1
"GO:0043200","GO:0043200","response to amino acid","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"JhI-21",1
"GO:0043271","GO:0043271","negative regulation of ion transport","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Slob",1
"GO:0043462","GO:0043462","regulation of ATP-dependent activity","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Slob",1
"GO:0045433","GO:0045433","male courtship behavior, veined wing generated song production","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"tilB",1
"GO:0045841","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Zw10",1
"GO:0046460","GO:0046460","neutral lipid biosynthetic process","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"CG1941",1
"GO:0046463","GO:0046463","acylglycerol biosynthetic process","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"CG1941",1
"GO:0048168","GO:0048168","regulation of neuronal synaptic plasticity","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Neto",1
"GO:0048333","GO:0048333","mesodermal cell differentiation","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"pyr",1
"GO:0048499","GO:0048499","synaptic vesicle membrane organization","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Ten-m",1
"GO:0051307","GO:0051307","meiotic chromosome separation","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"hdm",1
"GO:0051865","GO:0051865","protein autoubiquitination","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"rdx",1
"GO:0055069","GO:0055069","zinc ion homeostasis","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Trpm",1
"GO:0071027","GO:0071027","nuclear RNA surveillance","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Trf4-2",1
"GO:0071173","GO:0071173","spindle assembly checkpoint signaling","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Zw10",1
"GO:0071174","GO:0071174","mitotic spindle checkpoint signaling","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Zw10",1
"GO:1902882","GO:1902882","regulation of response to oxidative stress","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Dop1R2",1
"GO:2000816","GO:2000816","negative regulation of mitotic sister chromatid separation","1/541","14/10683",0.51713271454504,0.51713271454504,0.685622070161218,"Zw10",1
"GO:0007259","GO:0007259","receptor signaling pathway via JAK-STAT","2/541","34/10683",0.51960767386938,0.51960767386938,0.687230363436027,"ken/apt",2
"GO:0007465","GO:0007465","R7 cell fate commitment","2/541","34/10683",0.51960767386938,0.51960767386938,0.687230363436027,"ttk/pros",2
"GO:0009116","GO:0009116","nucleoside metabolic process","2/541","34/10683",0.51960767386938,0.51960767386938,0.687230363436027,"CG3788/Adgf-B",2
"GO:0097696","GO:0097696","receptor signaling pathway via STAT","2/541","34/10683",0.51960767386938,0.51960767386938,0.687230363436027,"ken/apt",2
"GO:0019731","GO:0019731","antibacterial humoral response","3/541","54/10683",0.519888470827137,0.519888470827137,0.687230363436027,"kay/ush/dnr1",3
"GO:0007293","GO:0007293","germarium-derived egg chamber formation","5/541","94/10683",0.520700483463713,0.520700483463713,0.687895500411573,"Btk29A/N/sosie/Nost/Ppcs",5
"GO:0030177","GO:0030177","positive regulation of Wnt signaling pathway","3/541","55/10683",0.53238283877545,0.53238283877545,0.697734151188628,"Dyrk2/dlp/Flo2",3
"GO:0035966","GO:0035966","response to topologically incorrect protein","3/541","55/10683",0.53238283877545,0.53238283877545,0.697734151188628,"Hsp68/Hsp70Ba/rdx",3
"GO:0006275","GO:0006275","regulation of DNA replication","2/541","35/10683",0.535328182864364,0.535328182864364,0.697734151188628,"cutlet/timeout",2
"GO:0006641","GO:0006641","triglyceride metabolic process","2/541","35/10683",0.535328182864364,0.535328182864364,0.697734151188628,"CG1941/CG17646",2
"GO:0034332","GO:0034332","adherens junction organization","2/541","35/10683",0.535328182864364,0.535328182864364,0.697734151188628,"sns/Nost",2
"GO:0048010","GO:0048010","vascular endothelial growth factor receptor signaling pathway","2/541","35/10683",0.535328182864364,0.535328182864364,0.697734151188628,"PVRAP/Pvf3",2
"GO:0051222","GO:0051222","positive regulation of protein transport","2/541","35/10683",0.535328182864364,0.535328182864364,0.697734151188628,"JhI-21/Flo2",2
"GO:1901135","GO:1901135","carbohydrate derivative metabolic process","24/541","475/10683",0.535707260969682,0.535707260969682,0.697734151188628,"rut/N/Gycbeta100B/FarO/O-fut2/CG4341/CG7024/fbp/CG1827/CG3788/ATPsynCF6L/CG10738/FucTA/Adgf-B/Sccpdh1/Gyc88E/CG3655/Pgant9/CG31690/Pde11/CG34357/Ppcs/CG43373/Cht6",24
"GO:0002028","GO:0002028","regulation of sodium ion transport","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"Neto",1
"GO:0002701","GO:0002701","negative regulation of production of molecular mediator of immune response","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"dnr1",1
"GO:0007303","GO:0007303","cytoplasmic transport, nurse cell to oocyte","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"Ppcs",1
"GO:0008069","GO:0008069","dorsal/ventral axis specification, ovarian follicular epithelium","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"grk",1
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"hid",1
"GO:0009749","GO:0009749","response to glucose","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"Ilp2",1
"GO:0014041","GO:0014041","regulation of neuron maturation","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"hdc",1
"GO:0014706","GO:0014706","striated muscle tissue development","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"rst",1
"GO:0015807","GO:0015807","L-amino acid transport","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"JhI-21",1
"GO:0016545","GO:0016545","male courtship behavior, veined wing vibration","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"tilB",1
"GO:0016973","GO:0016973","poly(A)+ mRNA export from nucleus","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"e(y)2b",1
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"Ten-m",1
"GO:0030042","GO:0030042","actin filament depolymerization","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"Svil",1
"GO:0035025","GO:0035025","positive regulation of Rho protein signal transduction","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"CG42674",1
"GO:0043063","GO:0043063","intercellular bridge organization","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"Btk29A",1
"GO:0043248","GO:0043248","proteasome assembly","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"alphaKap4",1
"GO:0045434","GO:0045434","negative regulation of female receptivity, post-mating","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"Acp36DE",1
"GO:0045478","GO:0045478","fusome organization","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"Btk29A",1
"GO:0045833","GO:0045833","negative regulation of lipid metabolic process","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"AstC",1
"GO:0046621","GO:0046621","negative regulation of organ growth","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"kibra",1
"GO:0046958","GO:0046958","nonassociative learning","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"Btk29A",1
"GO:0051101","GO:0051101","regulation of DNA binding","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"ttk",1
"GO:0051788","GO:0051788","response to misfolded protein","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"rdx",1
"GO:0051985","GO:0051985","negative regulation of chromosome segregation","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"Zw10",1
"GO:0060395","GO:0060395","SMAD protein signal transduction","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"gbb",1
"GO:0061355","GO:0061355","Wnt protein secretion","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"Flo2",1
"GO:0071025","GO:0071025","RNA surveillance","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"Trf4-2",1
"GO:0071218","GO:0071218","cellular response to misfolded protein","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"rdx",1
"GO:0071248","GO:0071248","cellular response to metal ion","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"Sytbeta",1
"GO:1902100","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"Zw10",1
"GO:1902475","GO:1902475","L-alpha-amino acid transmembrane transport","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"JhI-21",1
"GO:1903429","GO:1903429","regulation of cell maturation","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"hdc",1
"GO:1904799","GO:1904799","regulation of neuron remodeling","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"hdc",1
"GO:1905819","GO:1905819","negative regulation of chromosome separation","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"Zw10",1
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","1/541","15/10683",0.54161778357036,0.54161778357036,0.697734151188628,"CG8005",1
